Transcript_ID	nbre_exon	mRNA_length	a5UTR_length	a3UTR_length	CDS	Gene_ID	nbre_intron
AT3G30390.1	6	1931	277	274	1378	AT3G30390	5
AT3G30391.1	1	104	0	0	104	AT3G30391	0
AT3G30393.1	1	4751	0	0	0	AT3G30393	0
AT3G30396.1	1	2480	0	0	0	AT3G30396	0
AT3G30400.1	1	2562	0	0	0	AT3G30400	0
AT3G30405.1	1	5600	0	0	0	AT3G30405	0
AT3G30410.1	1	1732	0	0	0	AT3G30410	0
AT3G30411.1	1	5072	0	0	0	AT3G30411	0
AT3G30413.1	1	4968	0	0	0	AT3G30413	0
AT3G30416.1	1	5514	0	0	0	AT3G30416	0
AT3G30418.1	1	5433	0	0	0	AT3G30418	0
AT3G30420.1	6	2508	0	0	0	AT3G30420	5
AT3G30430.1	1	344	0	0	344	AT3G30430	0
AT3G30433.1	1	3039	0	0	0	AT3G30433	0
AT3G30436.1	1	1795	0	0	0	AT3G30436	0
AT3G30440.1	11	1795	0	0	0	AT3G30440	10
AT3G30450.1	12	2391	0	0	0	AT3G30450	11
AT3G30455.1	1	1900	0	0	0	AT3G30455	0
AT3G30456.1	1	167	0	0	167	AT3G30456	0
AT3G30460.1	1	666	59	162	443	AT3G30460	0
AT3G30465.1	1	5058	0	0	0	AT3G30465	0
AT3G30470.1	3	423	0	0	0	AT3G30470	2
AT3G30480.1	2	469	0	0	0	AT3G30480	1
AT3G30490.1	2	433	0	0	0	AT3G30490	1
AT3G30500.1	4	770	0	0	0	AT3G30500	3
AT3G30505.1	1	2016	0	0	0	AT3G30505	0
AT3G30510.1	2	97	0	0	0	AT3G30510	1
AT3G30520.1	5	1189	0	0	1189	AT3G30520	4
AT3G30530.1	1	521	0	0	521	AT3G30530	0
AT3G30540.1	4	1013	26	0	986	AT3G30540	3
AT3G30550.1	11	1519	0	0	0	AT3G30550	10
AT3G30560.1	10	4412	0	0	0	AT3G30560	9
AT3G30570.1	1	4255	0	0	0	AT3G30570	0
AT3G30580.1	1	386	0	0	386	AT3G30580	0
AT3G30582.1	1	4695	0	0	0	AT3G30582	0
AT3G30585.1	1	1403	0	0	0	AT3G30585	0
AT3G30587.1	1	2663	0	0	0	AT3G30587	0
AT3G30590.1	2	403	0	0	0	AT3G30590	1
AT3G30600.1	3	447	0	0	0	AT3G30600	2
AT3G30610.1	1	338	0	0	0	AT3G30610	0
AT3G30620.1	8	1285	0	0	0	AT3G30620	7
AT3G30630.1	1	2690	0	0	0	AT3G30630	0
AT3G30640.1	6	1980	0	0	0	AT3G30640	5
AT3G30645.1	3	447	0	0	0	AT3G30645	2
AT3G30650.1	2	367	0	0	0	AT3G30650	1
AT3G30655.1	1	3018	0	0	0	AT3G30655	0
AT3G30660.1	1	233	0	0	0	AT3G30660	0
AT3G30663.1	1	1337	0	0	0	AT3G30663	0
AT3G30665.1	1	913	0	0	0	AT3G30665	0
AT3G30668.1	1	8697	0	0	0	AT3G30668	0
AT3G30670.1	2	400	0	0	0	AT3G30670	1
AT3G30680.1	1	3902	0	0	0	AT3G30680	0
AT3G30685.1	1	1836	0	0	0	AT3G30685	0
AT3G30690.1	1	620	0	0	0	AT3G30690	0
AT3G30695.1	1	6063	0	0	0	AT3G30695	0
AT3G30700.1	1	620	0	0	0	AT3G30700	0
AT3G30703.1	1	1739	0	0	0	AT3G30703	0
AT3G30705.1	1	107	0	0	107	AT3G30705	0
AT3G30708.1	1	4216	0	0	0	AT3G30708	0
AT3G30709.1	1	667	0	0	0	AT3G30709	0
AT3G30710.1	8	1564	0	0	0	AT3G30710	7
AT3G30711.1	1	2895	0	0	0	AT3G30711	0
AT3G30712.1	1	389	0	0	0	AT3G30712	0
AT3G30713.1	1	3309	0	0	0	AT3G30713	0
AT3G30715.1	1	1278	0	0	0	AT3G30715	0
AT3G30716.1	1	6997	0	0	0	AT3G30716	0
AT3G30717.1	1	2798	0	0	0	AT3G30717	0
AT3G30718.1	1	3400	0	0	0	AT3G30718	0
AT3G30719.1	1	854	0	0	0	AT3G30719	0
AT3G30720.1	3	583	298	105	178	AT3G30720	2
AT3G30721.1	1	2336	0	0	0	AT3G30721	0
AT3G30722.1	1	1784	0	0	0	AT3G30722	0
AT3G30724.1	1	508	0	0	0	AT3G30724	0
AT3G30725.1	1	335	0	0	335	AT3G30725	0
AT3G30727.1	1	1840	0	0	0	AT3G30727	0
AT3G30730.1	1	203	0	0	203	AT3G30730	0
AT3G30737.1	1	4406	0	0	0	AT3G30737	0
AT3G30742.1	1	1474	0	0	0	AT3G30742	0
AT3G30743.1	1	3466	0	0	0	AT3G30743	0
AT3G30744.1	1	1300	0	0	0	AT3G30744	0
AT3G30745.1	1	4103	0	0	0	AT3G30745	0
AT3G30746.1	1	2288	0	0	0	AT3G30746	0
AT3G30747.1	1	3178	0	0	0	AT3G30747	0
AT3G30748.1	1	2421	0	0	0	AT3G30748	0
AT3G30749.1	1	8988	0	0	0	AT3G30749	0
AT3G30750.1	2	334	0	0	0	AT3G30750	1
AT3G30751.1	3	402	0	0	0	AT3G30751	2
AT3G30755.1	2	487	0	0	0	AT3G30755	1
AT3G30760.1	2	400	0	0	0	AT3G30760	1
AT3G30763.1	1	3198	0	0	0	AT3G30763	0
AT3G30764.1	1	2271	0	0	0	AT3G30764	0
AT3G30765.1	1	1789	0	0	0	AT3G30765	0
AT3G30766.1	1	563	0	0	0	AT3G30766	0
AT3G30767.1	1	1316	0	0	0	AT3G30767	0
AT3G30768.1	1	134	0	0	134	AT3G30768	0
AT3G30769.1	1	122	0	0	122	AT3G30769	0
AT3G30770.1	6	1806	0	0	1806	AT3G30770	5
AT3G30775.1	4	1862	121	243	1496	AT3G30775	3
AT3G30778.1	1	119	0	0	119	AT3G30778	0
AT3G30780.1	1	2192	0	0	0	AT3G30780	0
AT3G30790.1	1	3921	0	0	0	AT3G30790	0
AT3G30800.1	1	1740	0	0	0	AT3G30800	0
AT3G30802.1	1	4845	0	0	0	AT3G30802	0
AT3G30803.1	1	1925	0	0	0	AT3G30803	0
AT3G30805.1	2	499	0	0	499	AT3G30805	1
AT3G30810.1	13	2363	0	0	0	AT3G30810	12
AT3G30811.1	1	4096	0	0	0	AT3G30811	0
AT3G30814.1	1	3603	0	0	0	AT3G30814	0
AT3G30815.1	1	1376	0	0	0	AT3G30815	0
AT3G30816.1	8	1021	0	0	0	AT3G30816	7
AT3G30818.1	1	1052	0	0	0	AT3G30818	0
AT3G30819.1	1	4836	0	0	0	AT3G30819	0
AT3G30820.1	3	1215	0	0	1215	AT3G30820	2
AT3G30821.1	1	4379	0	0	0	AT3G30821	0
AT3G30825.1	1	3526	0	0	0	AT3G30825	0
AT3G30827.1	1	1061	0	0	0	AT3G30827	0
AT3G30830.1	1	1985	0	0	0	AT3G30830	0
AT3G30831.1	1	3767	0	0	0	AT3G30831	0
AT3G30832.1	1	1589	0	0	0	AT3G30832	0
AT3G30833.1	1	4497	0	0	0	AT3G30833	0
AT3G30834.1	1	1561	0	0	0	AT3G30834	0
AT3G30836.1	1	3500	0	0	0	AT3G30836	0
AT3G30837.1	1	2823	0	0	0	AT3G30837	0
AT3G30838.1	1	5901	0	0	0	AT3G30838	0
AT3G30839.1	1	962	0	0	0	AT3G30839	0
AT3G30840.1	2	175	0	0	175	AT3G30840	1
AT3G30841.1	6	1716	106	125	1483	AT3G30841	5
AT3G30842.1	20	4201	0	0	4201	AT3G30842	19
AT3G30843.1	2	931	0	0	0	AT3G30843	1
AT3G30844.1	1	3467	0	0	0	AT3G30844	0
AT3G30845.1	1	317	0	0	317	AT3G30845	0
AT3G30846.1	1	4368	0	0	0	AT3G30846	0
AT3G30848.1	3	468	0	0	0	AT3G30848	2
AT3G30849.1	1	101	0	0	101	AT3G30849	0
AT3G30852.1	1	1797	0	0	0	AT3G30852	0
AT3G30859.1	1	803	0	0	0	AT3G30859	0
AT3G31023.1	1	3296	0	0	0	AT3G31023	0
AT3G31051.1	1	143	0	0	143	AT3G31051	0
AT3G31068.1	1	122	0	0	122	AT3G31068	0
AT3G31300.1	1	191	0	0	0	AT3G31300	0
AT3G31310.1	6	870	0	0	0	AT3G31310	5
AT3G31312.1	1	1078	0	0	0	AT3G31312	0
AT3G31314.1	1	1495	0	0	0	AT3G31314	0
AT3G31317.1	1	5282	0	0	0	AT3G31317	0
AT3G31320.1	4	980	0	0	0	AT3G31320	3
AT3G31330.1	2	241	0	0	0	AT3G31330	1
AT3G31340.1	1	2678	0	0	0	AT3G31340	0
AT3G31350.1	3	498	0	0	498	AT3G31350	2
AT3G31355.1	1	716	0	0	0	AT3G31355	0
AT3G31356.1	1	3178	0	0	0	AT3G31356	0
AT3G31357.1	1	618	0	0	0	AT3G31357	0
AT3G31358.1	1	2122	0	0	0	AT3G31358	0
AT3G31359.1	1	5942	0	0	0	AT3G31359	0
AT3G31360.1	1	1010	0	0	0	AT3G31360	0
AT3G31365.1	1	3842	0	0	0	AT3G31365	0
AT3G31367.1	1	2777	0	0	0	AT3G31367	0
AT3G31370.1	2	817	0	0	0	AT3G31370	1
AT3G31373.1	1	2532	0	0	0	AT3G31373	0
AT3G31374.1	1	1495	0	0	0	AT3G31374	0
AT3G31375.1	1	4038	0	0	0	AT3G31375	0
AT3G31377.1	1	1375	0	0	0	AT3G31377	0
AT3G31380.1	1	934	0	0	0	AT3G31380	0
AT3G31390.1	1	1418	0	0	0	AT3G31390	0
AT3G31395.1	1	3583	0	0	0	AT3G31395	0
AT3G31400.1	2	208	0	0	208	AT3G31400	1
AT3G31401.1	1	131	0	0	131	AT3G31401	0
AT3G31402.1	7	1175	0	0	1175	AT3G31402	6
AT3G31403.1	1	2076	0	0	0	AT3G31403	0
AT3G31406.1	3	507	0	0	0	AT3G31406	2
AT3G31410.1	7	941	0	0	0	AT3G31410	6
AT3G31420.1	1	4103	0	0	0	AT3G31420	0
AT3G31422.1	1	2126	0	0	0	AT3G31422	0
AT3G31430.1	1	1010	0	0	1010	AT3G31430	0
AT3G31440.1	1	5767	0	0	0	AT3G31440	0
AT3G31442.1	1	885	0	0	0	AT3G31442	0
AT3G31450.1	1	2336	0	0	0	AT3G31450	0
AT3G31460.1	1	659	0	0	0	AT3G31460	0
AT3G31470.1	1	2081	0	0	0	AT3G31470	0
AT3G31475.1	1	1055	0	0	0	AT3G31475	0
AT3G31490.1	1	2010	0	0	0	AT3G31490	0
AT3G31500.1	1	2043	0	0	0	AT3G31500	0
AT3G31530.1	1	4740	0	0	0	AT3G31530	0
AT3G31540.1	4	2096	0	0	0	AT3G31540	3
AT3G31630.1	1	7287	0	0	0	AT3G31630	0
AT3G31720.1	1	2186	0	0	0	AT3G31720	0
AT3G31810.1	1	1326	0	0	0	AT3G31810	0
AT3G31900.1	7	1175	0	0	1175	AT3G31900	6
AT3G31904.1	1	6436	0	0	0	AT3G31904	0
AT3G31905.1	1	2296	0	0	0	AT3G31905	0
AT3G31909.1	1	1266	0	0	0	AT3G31909	0
AT3G31910.1	6	1574	378	0	1195	AT3G31910	5
AT3G31915.1	3	717	0	0	0	AT3G31915	2
AT3G31920.1	1	6520	0	0	0	AT3G31920	0
AT3G31930.1	4	491	0	0	0	AT3G31930	3
AT3G31935.1	1	5067	0	0	0	AT3G31935	0
AT3G31940.1	3	624	0	0	0	AT3G31940	2
AT3G31945.1	1	6810	0	0	0	AT3G31945	0
AT3G31950.1	7	1517	0	0	1517	AT3G31950	6
AT3G31955.1	2	334	0	0	0	AT3G31955	1
AT3G31970.1	1	4570	0	0	0	AT3G31970	0
AT3G31980.1	7	3293	0	0	0	AT3G31980	6
AT3G31990.1	8	1345	0	0	0	AT3G31990	7
AT3G31993.1	1	1112	0	0	0	AT3G31993	0
AT3G31996.1	1	302	0	0	0	AT3G31996	0
AT3G32000.1	1	2738	0	0	0	AT3G32000	0
AT3G32010.1	4	1808	0	0	0	AT3G32010	3
AT3G32020.2	1	608	0	0	0	AT3G32020	0
AT3G32021.1	1	4017	0	0	0	AT3G32021	0
AT3G32022.1	1	4702	0	0	0	AT3G32022	0
AT3G32023.1	1	1136	0	0	0	AT3G32023	0
AT3G32024.1	1	1263	0	0	0	AT3G32024	0
AT3G32026.1	1	1324	0	0	0	AT3G32026	0
AT3G32027.1	1	1352	0	0	0	AT3G32027	0
AT3G32028.1	1	2369	0	0	0	AT3G32028	0
AT3G32029.1	1	1532	0	0	0	AT3G32029	0
AT3G32030.1	7	1808	0	0	1808	AT3G32030	6
AT3G32031.1	1	1935	0	0	0	AT3G32031	0
AT3G32032.1	1	1796	0	0	0	AT3G32032	0
AT3G32033.1	1	2429	0	0	0	AT3G32033	0
AT3G32035.1	1	745	0	0	0	AT3G32035	0
AT3G32036.1	1	113	0	0	113	AT3G32036	0
AT3G32040.1	2	1230	30	117	1081	AT3G32040	1
AT3G32043.1	1	5188	0	0	0	AT3G32043	0
AT3G32047.1	3	1506	0	0	1506	AT3G32047	2
AT3G32050.1	3	525	0	0	525	AT3G32050	2
AT3G32052.1	1	164	0	0	164	AT3G32052	0
AT3G32060.1	1	1657	0	0	0	AT3G32060	0
AT3G32070.1	2	397	0	0	0	AT3G32070	1
AT3G32080.1	5	1108	0	0	0	AT3G32080	4
AT3G32090.1	4	545	0	0	545	AT3G32090	3
AT3G32091.1	1	7463	0	0	0	AT3G32091	0
AT3G32092.1	1	3857	0	0	0	AT3G32092	0
AT3G32093.1	1	654	0	0	0	AT3G32093	0
AT3G32095.1	1	1476	0	0	0	AT3G32095	0
AT3G32100.1	2	238	0	0	238	AT3G32100	1
AT3G32110.1	1	5999	0	0	0	AT3G32110	0
AT3G32112.1	1	3616	0	0	0	AT3G32112	0
AT3G32115.1	1	4680	0	0	0	AT3G32115	0
AT3G32116.1	1	2189	0	0	0	AT3G32116	0
AT3G32118.1	1	2040	0	0	0	AT3G32118	0
AT3G32120.1	3	276	0	0	276	AT3G32120	2
AT3G32130.1	2	643	0	0	643	AT3G32130	1
AT3G32135.1	1	2348	0	0	0	AT3G32135	0
AT3G32140.1	4	521	0	0	0	AT3G32140	3
AT3G32150.1	4	722	0	0	722	AT3G32150	3
AT3G32160.1	2	445	0	0	445	AT3G32160	1
AT3G32164.1	1	5318	0	0	0	AT3G32164	0
AT3G32168.1	1	2781	0	0	0	AT3G32168	0
AT3G32172.1	1	1115	0	0	0	AT3G32172	0
AT3G32176.1	1	324	0	0	0	AT3G32176	0
AT3G32180.1	2	306	4	0	301	AT3G32180	1
AT3G32190.1	4	1073	0	0	1073	AT3G32190	3
AT3G32195.1	1	4764	0	0	0	AT3G32195	0
AT3G32200.1	1	446	0	0	446	AT3G32200	0
AT3G32205.1	1	3676	0	0	0	AT3G32205	0
AT3G32210.1	3	1656	0	0	0	AT3G32210	2
AT3G32220.1	1	512	0	0	0	AT3G32220	0
AT3G32223.1	1	2010	0	0	0	AT3G32223	0
AT3G32226.1	1	3721	0	0	0	AT3G32226	0
AT3G32230.1	1	5037	0	0	0	AT3G32230	0
AT3G32240.1	1	2480	0	0	0	AT3G32240	0
AT3G32250.1	1	2711	0	0	0	AT3G32250	0
AT3G32260.1	8	922	0	0	922	AT3G32260	7
AT3G32270.1	4	626	0	0	0	AT3G32270	3
AT3G32275.1	1	1682	0	0	0	AT3G32275	0
AT3G32280.1	7	1418	0	0	1418	AT3G32280	6
AT3G32290.1	1	2055	0	0	0	AT3G32290	0
AT3G32295.1	1	3257	0	0	0	AT3G32295	0
AT3G32300.1	1	2090	0	0	0	AT3G32300	0
AT3G32305.1	1	3177	0	0	0	AT3G32305	0
AT3G32320.1	1	4668	0	0	0	AT3G32320	0
AT3G32330.1	2	982	0	0	982	AT3G32330	1
AT3G32340.1	1	2666	0	0	0	AT3G32340	0
AT3G32360.1	1	5184	0	0	0	AT3G32360	0
AT3G32373.1	1	4906	0	0	0	AT3G32373	0
AT3G32383.1	1	3866	0	0	0	AT3G32383	0
AT3G32385.1	1	4627	0	0	0	AT3G32385	0
AT3G32389.1	1	4562	0	0	0	AT3G32389	0
AT3G32391.1	1	1920	0	0	0	AT3G32391	0
AT3G32393.1	1	5640	0	0	0	AT3G32393	0
AT3G32394.1	2	568	0	0	0	AT3G32394	1
AT3G32395.1	1	929	0	0	0	AT3G32395	0
AT3G32397.1	1	2513	0	0	0	AT3G32397	0
AT3G32400.1	17	1450	0	0	1450	AT3G32400	16
AT3G32405.1	1	5925	0	0	0	AT3G32405	0
AT3G32410.1	1	698	0	0	698	AT3G32410	0
AT3G32415.1	1	3879	0	0	0	AT3G32415	0
AT3G32425.1	1	2880	0	0	0	AT3G32425	0
AT3G32435.1	1	560	0	0	0	AT3G32435	0
AT3G32455.1	1	1163	0	0	0	AT3G32455	0
AT3G32465.1	1	122	0	0	0	AT3G32465	0
AT3G32475.1	1	2800	0	0	0	AT3G32475	0
AT3G32677.1	1	2278	0	0	0	AT3G32677	0
AT3G32880.1	1	1511	0	0	0	AT3G32880	0
AT3G32890.1	1	2784	0	0	0	AT3G32890	0
AT3G32893.1	1	1661	0	0	0	AT3G32893	0
AT3G32894.1	1	5466	0	0	0	AT3G32894	0
AT3G32895.1	1	4526	0	0	0	AT3G32895	0
AT3G32896.1	3	480	0	0	480	AT3G32896	2
AT3G32897.1	1	1859	0	0	0	AT3G32897	0
AT3G32898.1	1	701	0	0	0	AT3G32898	0
AT3G32899.1	1	6098	0	0	0	AT3G32899	0
AT3G32900.1	14	1951	0	0	0	AT3G32900	13
AT3G32901.1	1	1947	0	0	0	AT3G32901	0
AT3G32902.1	2	361	0	0	0	AT3G32902	1
AT3G32903.1	2	376	0	0	0	AT3G32903	1
AT3G32904.1	4	989	0	0	989	AT3G32904	3
AT3G32905.1	1	257	0	0	257	AT3G32905	0
AT3G32910.1	3	1131	0	0	0	AT3G32910	2
AT3G32912.1	1	1235	0	0	0	AT3G32912	0
AT3G32914.1	1	5878	0	0	0	AT3G32914	0
AT3G32917.1	1	2972	0	0	0	AT3G32917	0
AT3G32920.1	7	850	174	0	675	AT3G32920	6
AT3G32925.1	1	1651	0	0	0	AT3G32925	0
AT3G32930.1	4	968	76	144	746	AT3G32930	3
AT3G32940.1	8	2117	156	143	1816	AT3G32940	7
AT3G32950.1	1	3267	0	0	0	AT3G32950	0
AT3G32960.1	2	643	0	0	643	AT3G32960	1
AT3G32962.1	1	540	0	0	0	AT3G32962	0
AT3G32964.1	1	3603	0	0	0	AT3G32964	0
AT3G32966.1	1	3224	0	0	0	AT3G32966	0
AT3G32968.1	1	1731	0	0	0	AT3G32968	0
AT3G32970.1	1	1081	0	0	0	AT3G32970	0
AT3G32975.1	1	2902	0	0	0	AT3G32975	0
AT3G32980.1	4	1410	47	306	1055	AT3G32980	3
AT3G33005.1	1	2530	0	0	0	AT3G33005	0
AT3G33006.1	1	2691	0	0	0	AT3G33006	0
AT3G33008.1	1	413	0	0	0	AT3G33008	0
AT3G33009.1	1	4243	0	0	0	AT3G33009	0
AT3G33010.1	1	3025	0	0	0	AT3G33010	0
AT3G33011.1	1	3192	0	0	0	AT3G33011	0
AT3G33030.1	1	1091	0	0	0	AT3G33030	0
AT3G33035.1	1	3434	0	0	0	AT3G33035	0
AT3G33045.1	1	1189	0	0	0	AT3G33045	0
AT3G33055.1	1	2827	0	0	0	AT3G33055	0
AT3G33058.1	1	4348	0	0	0	AT3G33058	0
AT3G33064.1	4	265	0	0	0	AT3G33064	3
AT3G33065.1	1	669	0	0	0	AT3G33065	0
AT3G33066.1	1	4799	0	0	0	AT3G33066	0
AT3G33067.1	1	1729	0	0	0	AT3G33067	0
AT3G33069.1	1	2780	0	0	0	AT3G33069	0
AT3G33070.1	1	4009	0	0	0	AT3G33070	0
AT3G33071.1	1	2735	0	0	0	AT3G33071	0
AT3G33072.1	1	2536	0	0	0	AT3G33072	0
AT3G33073.1	5	535	0	0	0	AT3G33073	4
AT3G33074.1	1	603	0	0	0	AT3G33074	0
AT3G33075.1	1	558	0	0	0	AT3G33075	0
AT3G33076.1	1	4718	0	0	0	AT3G33076	0
AT3G33077.1	1	2724	0	0	0	AT3G33077	0
AT3G33079.1	1	2260	0	0	0	AT3G33079	0
AT3G33080.1	2	299	0	0	0	AT3G33080	1
AT3G33081.1	1	1991	0	0	0	AT3G33081	0
AT3G33082.1	1	498	0	0	0	AT3G33082	0
AT3G33083.1	1	2529	0	0	0	AT3G33083	0
AT3G33084.1	1	5026	0	0	0	AT3G33084	0
AT3G33085.1	1	1021	0	0	0	AT3G33085	0
AT3G33091.1	1	2020	0	0	0	AT3G33091	0
AT3G33094.1	1	164	0	0	0	AT3G33094	0
AT3G33097.1	1	2033	0	0	0	AT3G33097	0
AT3G33100.1	1	2579	0	0	0	AT3G33100	0
AT3G33106.1	1	2750	0	0	0	AT3G33106	0
AT3G33109.1	1	1663	0	0	0	AT3G33109	0
AT3G33112.1	1	2639	0	0	0	AT3G33112	0
AT3G33115.1	1	5355	0	0	0	AT3G33115	0
AT3G33118.1	1	2191	0	0	0	AT3G33118	0
AT3G33121.1	1	1723	0	0	0	AT3G33121	0
AT3G33124.1	1	5037	0	0	0	AT3G33124	0
AT3G33127.1	1	2060	0	0	0	AT3G33127	0
AT3G33130.1	1	3497	0	0	0	AT3G33130	0
AT3G33131.1	2	343	0	0	0	AT3G33131	1
AT3G33133.1	1	3810	0	0	0	AT3G33133	0
AT3G33136.1	1	5680	0	0	0	AT3G33136	0
AT3G33139.1	1	2032	0	0	0	AT3G33139	0
AT3G33142.1	1	3720	0	0	0	AT3G33142	0
AT3G33145.1	1	617	0	0	0	AT3G33145	0
AT3G33148.1	1	2723	0	0	0	AT3G33148	0
AT3G33151.1	1	3084	0	0	0	AT3G33151	0
AT3G33154.1	1	3431	0	0	0	AT3G33154	0
AT3G33157.1	1	2323	0	0	0	AT3G33157	0
AT3G33160.1	1	1811	0	0	0	AT3G33160	0
AT3G33163.1	1	1353	0	0	0	AT3G33163	0
AT3G33166.1	1	2475	0	0	0	AT3G33166	0
AT3G33169.1	1	3836	0	0	0	AT3G33169	0
AT3G33172.1	1	2428	0	0	0	AT3G33172	0
AT3G33175.1	1	1984	0	0	0	AT3G33175	0
AT3G33178.1	1	6460	0	0	0	AT3G33178	0
AT3G33181.1	1	3618	0	0	0	AT3G33181	0
AT3G33185.1	1	1325	0	0	0	AT3G33185	0
AT3G33187.1	2	265	0	0	265	AT3G33187	1
AT3G33189.1	1	951	0	0	0	AT3G33189	0
AT3G33193.1	1	5288	0	0	0	AT3G33193	0
AT3G33197.1	1	3119	0	0	0	AT3G33197	0
AT3G33201.1	1	4138	0	0	0	AT3G33201	0
AT3G33215.1	1	1206	0	0	0	AT3G33215	0
AT3G33225.1	1	2842	0	0	0	AT3G33225	0
AT3G33230.1	2	463	0	0	0	AT3G33230	1
AT3G33235.1	1	2591	0	0	0	AT3G33235	0
AT3G33293.1	2	436	0	0	436	AT3G33293	1
AT3G33377.1	1	1870	0	0	0	AT3G33377	0
AT3G33393.1	2	352	0	0	352	AT3G33393	1
AT3G33448.1	2	388	0	0	0	AT3G33448	1
AT3G33494.1	4	593	0	0	593	AT3G33494	3
AT3G33520.1	6	1468	72	134	1260	AT3G33520	5
AT3G33528.1	5	760	399	0	360	AT3G33528	4
AT3G33530.3	22	4368	55	202	4109	AT3G33530	21
AT3G33537.1	1	3757	0	0	0	AT3G33537	0
AT3G33545.1	1	1082	0	0	0	AT3G33545	0
AT3G33555.1	1	822	0	0	0	AT3G33555	0
AT3G33565.1	1	3741	0	0	0	AT3G33565	0
AT3G33570.1	1	1636	0	0	0	AT3G33570	0
AT3G33572.1	1	392	0	0	0	AT3G33572	0
AT3G33575.1	1	3524	0	0	0	AT3G33575	0
AT3G33585.1	1	2238	0	0	0	AT3G33585	0
AT3G33595.1	1	6617	0	0	0	AT3G33595	0
AT3G34299.1	1	1628	0	0	0	AT3G34299	0
AT3G35003.1	1	554	0	0	0	AT3G35003	0
AT3G35707.1	1	1482	0	0	0	AT3G35707	0
AT3G36411.1	1	548	0	0	0	AT3G36411	0
AT3G36659.1	1	794	0	0	794	AT3G36659	0
AT3G37820.1	1	4888	0	0	0	AT3G37820	0
AT3G38525.1	1	2018	0	0	0	AT3G38525	0
AT3G39230.1	1	2810	0	0	0	AT3G39230	0
AT3G39935.1	1	1471	0	0	0	AT3G39935	0
AT3G40640.1	1	473	0	0	0	AT3G40640	0
AT3G41345.1	1	636	0	0	0	AT3G41345	0
AT3G41761.1	1	161	0	0	0	AT3G41761	0
AT3G41762.1	2	558	138	90	328	AT3G41762	1
AT3G41768.1	1	1807	0	0	0	AT3G41768	0
AT3G41979.1	1	163	0	0	0	AT3G41979	0
AT3G42050.1	12	1888	221	350	1315	AT3G42050	11
AT3G42052.1	1	7143	0	0	0	AT3G42052	0
AT3G42054.1	1	1926	0	0	0	AT3G42054	0
AT3G42057.1	1	3962	0	0	0	AT3G42057	0
AT3G42060.1	7	2132	0	0	2132	AT3G42060	6
AT3G42065.1	1	1993	0	0	0	AT3G42065	0
AT3G42070.1	5	688	0	0	0	AT3G42070	4
AT3G42080.1	2	484	0	0	0	AT3G42080	1
AT3G42083.1	3	1509	0	0	0	AT3G42083	2
AT3G42086.1	1	5019	0	0	0	AT3G42086	0
AT3G42090.1	2	112	0	0	0	AT3G42090	1
AT3G42100.1	10	5249	0	0	0	AT3G42100	9
AT3G42110.1	11	1336	0	0	0	AT3G42110	10
AT3G42115.1	1	4082	0	0	0	AT3G42115	0
AT3G42120.1	1	1229	0	0	0	AT3G42120	0
AT3G42130.1	2	196	0	0	196	AT3G42130	1
AT3G42140.1	3	819	0	0	819	AT3G42140	2
AT3G42148.1	1	107	0	0	107	AT3G42148	0
AT3G42150.2	3	467	44	120	301	AT3G42150	2
AT3G42155.1	4	497	0	0	497	AT3G42155	3
AT3G42160.1	3	459	0	0	459	AT3G42160	2
AT3G42170.1	2	2450	218	140	2090	AT3G42170	1
AT3G42174.1	1	3947	0	0	0	AT3G42174	0
AT3G42178.1	1	5660	0	0	0	AT3G42178	0
AT3G42179.1	1	488	0	0	0	AT3G42179	0
AT3G42180.1	4	1467	31	25	1409	AT3G42180	3
AT3G42181.1	1	218	0	0	0	AT3G42181	0
AT3G42182.1	1	3956	0	0	0	AT3G42182	0
AT3G42186.1	1	2570	0	0	0	AT3G42186	0
AT3G42190.1	26	2062	0	0	0	AT3G42190	25
AT3G42200.1	2	403	0	0	0	AT3G42200	1
AT3G42203.1	1	2930	0	0	0	AT3G42203	0
AT3G42206.1	1	1663	0	0	0	AT3G42206	0
AT3G42220.1	1	3704	0	0	0	AT3G42220	0
AT3G42230.1	1	2853	0	0	0	AT3G42230	0
AT3G42233.1	1	1680	0	0	0	AT3G42233	0
AT3G42236.1	1	2690	0	0	0	AT3G42236	0
AT3G42240.1	5	442	0	0	0	AT3G42240	4
AT3G42245.1	1	1881	0	0	0	AT3G42245	0
AT3G42250.1	1	302	0	0	0	AT3G42250	0
AT3G42251.1	1	716	0	0	0	AT3G42251	0
AT3G42252.1	1	1613	0	0	0	AT3G42252	0
AT3G42253.1	1	1401	0	0	0	AT3G42253	0
AT3G42254.1	2	313	0	0	0	AT3G42254	1
AT3G42255.1	1	3380	0	0	0	AT3G42255	0
AT3G42256.1	1	9165	0	0	0	AT3G42256	0
AT3G42257.1	1	1577	0	0	0	AT3G42257	0
AT3G42258.1	1	2256	0	0	0	AT3G42258	0
AT3G42260.1	1	1406	0	0	0	AT3G42260	0
AT3G42270.1	1	3045	0	0	0	AT3G42270	0
AT3G42280.1	1	1144	0	0	0	AT3G42280	0
AT3G42290.1	8	1381	0	0	0	AT3G42290	7
AT3G42300.1	4	800	0	0	0	AT3G42300	3
AT3G42305.1	1	2782	0	0	0	AT3G42305	0
AT3G42310.1	3	243	0	0	243	AT3G42310	2
AT3G42313.1	1	3851	0	0	0	AT3G42313	0
